N1,N2,N3,N4,N5,N6,N7,N8,N9,M1,M2,M3,,,,,,,,,
0.4001,0.2991,2.3705532714,8.4760762116,10.1435503406,0.0359862308,17.6001,13.2001,0.164387623,RAISE,HOLD,RAISE,,,,,,,,,
0.4001,0.3001,2.6166656789,7.7729970692,10.1435503406,0.0559351571,18.0001,13.5001,0.2337005478,RAISE,HOLD,RAISE,,,,,,,,,
0.4001,0.3011,3.0412754962,7.5268846617,10.1435503406,0.0673270723,18.4001,13.8001,0.2579634932,RAISE,HOLD,RAISE,,,,,,,,,
0.4001,0.3021,3.7252652595,7.1022748444,10.1435503406,0.080811003,18.8001,14.1001,0.299823572,RAISE,HOLD,RAISE,,,,,,,,,
0.4001,0.3031,4.5374564048,6.4182850811,10.1435503406,0.1049034384,19.2001,14.4001,0.367254574,RAISE,HOLD,RAISE,,,,,,,,,
0.4001,0.3041,5.2100675486,5.6060939358,10.1435503406,0.1413915508,19.6001,14.7001,0.4473242851,RAISE,HOLD,RAISE,,,,,,,,,
0.4001,0.3051,5.5387907207,4.933482792,10.1435503406,0.1858715751,20.0001,15.0001,0.5136335281,RAISE,HOLD,RAISE,,,,,,,,,
0.4001,0.3061,6.1288638112,4.6047596199,10.1435503406,0.2245387672,20.4001,15.3001,0.5460406401,RAISE,HOLD,RAISE,,,,,,,,,
0.4001,0.3071,6.7220942094,4.0146865294,10.1435503406,0.2661969057,20.8001,15.6001,0.6042128846,RAISE,HOLD,RAISE,,,,,,,,,
0.4001,0.3081,7.1489145899,3.4214561312,10.1435503406,0.334875172,21.2001,15.9001,0.6626963917,RAISE,HOLD,RAISE,,,,,,,,,
0.4001,0.3091,8.0510129295,2.9946357507,10.1435503406,0.4178872571,21.6001,16.2001,0.7047743985,RAISE,RAISE,RAISE,,,,,,,,,
0.4201,0.3101,8.6794608815,2.0925374111,10.1435503406,0.5376956398,22.0001,16.5001,0.7937075934,RAISE,RAISE,RAISE,,,,,,,,,
0.4401,0.3111,9.1748663804,1.4640894591,10.1435503406,0.8295632695,22.4001,16.8001,0.8556630164,RAISE,HOLD,RAISE,,,,,,,,,
0.4401,0.3121,9.2093403487,0.9686839602,10.1435503406,1.2533204612,22.8001,17.1001,0.9045024742,RAISE,HOLD,RAISE,,,,,,,,,
0.4401,0.3131,10.0481552821,0.9342099919,10.1435503406,1.9014127883,23.2001,17.4001,0.9079010839,RAISE,HOLD,RAISE,,,,,,,,,
0.4401,0.3141,5.1858606005,0.0953950585,10.1435503406,2.1511556008,23.6001,17.7001,0.9905954961,HOLD,STOP,HOLD,,,,,,,,,
0.0001,0.3141,5.5930177677,4.9576897401,10.1435503406,10.8723883234,23.6001,17.7001,0.5112470907,RAISE,HOLD,RAISE,,,,,,,,,
0.0001,0.3151,5.7836315948,4.5505325729,10.1435503406,0.2256300035,24.0001,18.0001,0.5513866033,RAISE,RAISE,RAISE,,,,,,,,,
0.0201,0.3161,6.4994606804,4.3599187458,10.1435503406,0.2541958112,24.4001,18.3001,0.5701782315,RAISE,RAISE,RAISE,,,,,,,,,
0.0401,0.3171,7.4257088659,3.6440896602,10.1435503406,0.2981459545,24.8001,18.6001,0.6407481071,RAISE,RAISE,RAISE,,,,,,,,,
0.0601,0.3181,7.778513414,2.7178414747,10.1435503406,0.4075480879,25.2001,18.9001,0.7320621101,RAISE,RAISE,RAISE,,,,,,,,,
0.0801,0.3191,8.3949526125,2.3650369266,10.1435503406,0.5724037613,25.6001,19.2001,0.76684328,RAISE,RAISE,RAISE,,,,,,,,,
0.1001,0.3201,9.2161824651,1.7485977281,10.1435503406,0.7099214831,26.0001,19.5001,0.8276148223,RAISE,RAISE,RAISE,,,,,,,,,
0.1201,0.3211,9.250904421,0.9273678755,10.1435503406,1.0541226626,26.4001,19.8001,0.9085756126,RAISE,RAISE,RAISE,,,,,,,,,
0.1401,0.3221,9.6423961639,0.8926459196,10.1435503406,1.9950883928,26.8001,20.1001,0.9119986701,RAISE,RAISE,RAISE,,,,,,,,,
0.1601,0.3231,10.4316426383,0.5011541767,10.1435503406,2.1604078285,27.2001,20.4001,0.9505938099,RAISE,RAISE,RAISE,,,,,,,,,
0.1801,0.3241,6.413580974,-0.2880922977,10.1435503406,4.1630472711,27.6001,20.7001,1.0284015249,STOP,RAISE,STOP,,,,,,,,,
0.2001,0.0001,7.281362976,3.7299693666,10.1435503406,-4.4524487642,0.0001,0.0001,0.6322816725,RAISE,RAISE,RAISE,,,,,,,,,
0.2201,0.0011,7.8961945271,2.8621873646,10.1435503406,0.3904248137,0.4001,0.3001,0.7178317977,RAISE,LOWER,RAISE,,,,,,,,,
0.2191,0.0021,7.8969380244,2.2473558135,10.1435503406,0.5517594428,0.8001,0.6001,0.7784448504,RAISE,LOWER,RAISE,,,,,,,,,
0.2181,0.0031,8.7465860379,2.2466123162,10.1435503406,0.7027759447,1.2001,0.9001,0.7785181479,RAISE,LOWER,RAISE,,,,,,,,,
0.2171,0.0041,9.4795332229,1.3969643026,10.1435503406,0.7786466739,1.6001,1.2001,0.8622805373,RAISE,LOWER,RAISE,,,,,,,,,
0.2161,0.0051,9.6302091697,0.6640171177,10.1435503406,1.3571618408,2.0001,1.5001,0.9345379975,RAISE,LOWER,RAISE,,,,,,,,,
0.2151,0.0061,10.5056618164,0.5133411709,10.1435503406,2.9005906363,2.4001,1.8001,0.9493923573,RAISE,LOWER,RAISE,,,,,,,,,
0.2141,0.0071,9.1946552631,-0.3621114758,10.1435503406,4.0930525005,2.8001,2.1001,1.0356986916,STOP,LOWER,RAISE,,,,,,,,,
0.2131,0.0001,9.5297868985,0.9488950775,10.1435503406,-5.078356184,3.2001,2.4001,0.9064533575,RAISE,LOWER,RAISE,,,,,,,,,
0.2121,0.0011,10.0116306214,0.6137634421,10.1435503406,2.0086070893,3.6001,2.7001,0.9394922466,RAISE,LOWER,RAISE,,,,,,,,,
0.2111,0.0021,4.9828278715,0.1319197192,10.1435503406,3.2623743723,4.0001,3.0001,0.9869947193,HOLD,LOWER,HOLD,,,,,,,,,
0.2101,0.0021,5.7322377562,5.1607224691,10.1435503406,7.5543336553,4.0001,3.0001,0.4912311473,RAISE,LOWER,RAISE,,,,,,,,,
0.2091,0.0031,5.9261057287,4.4113125844,10.1435503406,0.2221486542,4.4001,3.3001,0.5651115796,RAISE,LOWER,RAISE,,,,,,,,,
0.2081,0.0041,6.7845571164,4.2174446118,10.1435503406,0.2686776607,4.8001,3.6001,0.5842240172,RAISE,LOWER,RAISE,,,,,,,,,
0.2071,0.0051,6.8295895836,3.3589932242,10.1435503406,0.3217378171,5.2001,3.9001,0.6688542856,RAISE,LOWER,RAISE,,,,,,,,,
0.2061,0.0061,7.4006161569,3.313960757,10.1435503406,0.4066450349,5.6001,4.2001,0.6732938029,RAISE,LOWER,RAISE,,,,,,,,,
0.2051,0.0071,7.8152132274,2.7429341837,10.1435503406,0.4466326972,6.0001,4.5001,0.7295883501,RAISE,LOWER,RAISE,,,,,,,,,
0.2041,0.0081,8.2304515613,2.3283371132,10.1435503406,0.5698432922,6.4001,4.8001,0.7704613242,RAISE,LOWER,RAISE,,,,,,,,,
0.2031,0.0091,8.2896252472,1.9130987793,10.1435503406,0.7069810909,6.8001,5.1001,0.8113975171,RAISE,LOWER,RAISE,,,,,,,,,
0.2021,0.0101,9.1595029689,1.8539250934,10.1435503406,0.8666175879,7.2001,5.4001,0.8172311438,RAISE,LOWER,RAISE,,,,,,,,,
0.2011,0.0111,9.6498412524,0.9840473717,10.1435503406,0.9881200704,7.6001,5.7001,0.9029878752,RAISE,LOWER,RAISE,,,,,,,,,
0.2001,0.0121,0.8949629661,0.4937090882,10.1435503406,1.9612554293,8.0001,6.0001,0.9513277825,RAISE,LOWER,RAISE,,,,,,,,,
0.1991,0.0131,1.3944500549,9.2485873745,10.1435503406,0.3625466849,8.4001,6.3001,0.0882297555,RAISE,LOWER,RAISE,,,,,,,,,
0.1981,0.0141,2.3391342251,8.7491002857,10.1435503406,0.0301548766,8.8001,6.6001,0.137471596,RAISE,LOWER,RAISE,,,,,,,,,
0.1971,0.0151,2.3778854393,7.8044161155,10.1435503406,0.0534714233,9.2001,6.9001,0.2306031071,RAISE,LOWER,RAISE,,,,,,,,,
0.1961,0.0161,2.6521378737,7.7656649013,10.1435503406,0.0609369209,9.6001,7.2001,0.2344233882,RAISE,LOWER,RAISE,,,,,,,,,
0.1951,0.0171,3.0502768525,7.4914124669,10.1435503406,0.0683042059,10.0001,7.5001,0.2614605128,RAISE,LOWER,RAISE,,,,,,,,,
0.1941,0.0181,3.8725742904,7.0932734881,10.1435503406,0.0814339583,10.4001,7.8001,0.300710969,RAISE,LOWER,RAISE,,,,,,,,,
0.1931,0.0191,4.3226335265,6.2709760502,10.1435503406,0.1091900459,10.8001,8.1001,0.3817770071,RAISE,LOWER,RAISE,,,,,,,,,
0.1921,0.0201,5.2141708191,5.8209168141,10.1435503406,0.1378615862,11.2001,8.4001,0.4261460121,RAISE,LOWER,RAISE,,,,,,,,,
0.1911,0.0211,5.6421692,4.9293795215,10.1435503406,0.1791529062,11.6001,8.7001,0.5140380482,RAISE,LOWER,RAISE,,,,,,,,,
0.1901,0.0221,6.5617066666,4.5013811406,10.1435503406,0.2289200568,12.0001,9.0001,0.556232188,RAISE,LOWER,RAISE,,,,,,,,,
0.1891,0.0231,7.0140229853,3.581843674,10.1435503406,0.2915419273,12.4001,9.3001,0.646884616,RAISE,LOWER,RAISE,,,,,,,,,
0.1881,0.0241,7.575221536,3.1295273553,10.1435503406,0.3916431661,12.8001,9.6001,0.6914761351,RAISE,LOWER,RAISE,,,,,,,,,
0.1871,0.0251,7.9450975619,2.5683288046,10.1435503406,0.4841128181,13.2001,9.9001,0.7468017885,RAISE,LOWER,RAISE,,,,,,,,,
0.1861,0.0261,8.7893283243,2.1984527787,10.1435503406,0.6186978511,13.6001,10.2001,0.7832659468,RAISE,LOWER,RAISE,,,,,,,,,
0.1851,0.0271,9.5848290297,1.3542220163,10.1435503406,0.7995921868,14.0001,10.5001,0.8664942776,RAISE,LOWER,RAISE,,,,,,,,,
0.1841,0.0281,8.6548325091,0.5587213109,10.1435503406,1.4155476598,14.4001,10.8001,0.9449185648,RAISE,LOWER,RAISE,,,,,,,,,
0.1831,0.0291,9.153812674,1.4887178315,10.1435503406,3.0980856969,14.8001,11.1001,0.853235033,RAISE,LOWER,RAISE,,,,,,,,,
0.1821,0.0301,9.5274547124,0.9897376666,10.1435503406,1.2297579139,15.2001,11.4001,0.9024268985,RAISE,LOWER,RAISE,,,,,,,,,
0.1811,0.0311,7.6296880606,0.6160956282,10.1435503406,1.9252484842,15.6001,11.7001,0.9392623285,RAISE,LOWER,RAISE,,,,,,,,,
0.1801,0.0321,7.6899407013,2.51386228,10.1435503406,2.4767869505,16.0001,12.0001,0.7521713606,RAISE,LOWER,RAISE,,,,,,,,,
0.1791,0.0331,8.2632718825,2.4536096393,10.1435503406,0.6118028631,16.4001,12.3001,0.7581113558,RAISE,LOWER,RAISE,,,,,,,,,
0.1781,0.0341,8.4507476214,1.8802784581,10.1435503406,0.6735604352,16.8001,12.6001,0.8146331023,RAISE,LOWER,RAISE,,,,,,,,,
0.1771,0.0351,9.4337177879,1.6928027192,10.1435503406,0.8988825655,17.2001,12.9001,0.8331153627,RAISE,LOWER,RAISE,,,,,,,,,
0.1761,0.0361,9.5169757639,0.7098325527,10.1435503406,1.1145678916,17.6001,13.2001,0.9300212915,RAISE,LOWER,RAISE,,,,,,,,,
0.1751,0.0371,9.7764350989,0.6265745767,10.1435503406,2.6814706446,18.0001,13.5001,0.9382292634,RAISE,LOWER,RAISE,,,,,,,,,
0.1741,0.0381,5.1115478686,0.3671152417,10.1435503406,3.1205974398,18.4001,13.8001,0.963808013,RAISE,LOWER,RAISE,,,,,,,,,
0.1731,0.0391,5.6473894537,5.032002472,10.1435503406,2.7847102427,18.8001,14.1001,0.503920984,RAISE,LOWER,RAISE,,,,,,,,,
0.1721,0.0401,5.771163387,4.4961608869,10.1435503406,0.22445893,19.2001,14.4001,0.5567468257,RAISE,LOWER,RAISE,,,,,,,,,
0.1711,0.0411,6.16441665,4.3723869536,10.1435503406,0.2567151635,19.6001,14.7001,0.5689490556,RAISE,LOWER,RAISE,,,,,,,,,
0.1701,0.0421,6.202315518,3.9791336906,10.1435503406,0.2819703158,20.0001,15.0001,0.6077178545,RAISE,LOWER,RAISE,,,,,,,,,
0.1691,0.0431,6.4632817717,3.9412348226,10.1435503406,0.3117420022,20.4001,15.3001,0.6114541073,RAISE,LOWER,RAISE,,,,,,,,,
0.1681,0.0441,7.2009859763,3.6802685689,10.1435503406,0.3279825772,20.8001,15.6001,0.6371814162,RAISE,LOWER,RAISE,,,,,,,,,
0.1671,0.0451,7.8021153879,2.9425643643,10.1435503406,0.391329374,21.2001,15.9001,0.7099078463,RAISE,LOWER,RAISE,,,,,,,,,
0.1661,0.0461,7.835790325,2.3414349527,10.1435503406,0.5302936094,21.6001,16.2001,0.7691700761,RAISE,LOWER,RAISE,,,,,,,,,
0.1651,0.0471,8.6769484901,2.3077600156,10.1435503406,0.6693152262,22.0001,16.5001,0.7724899135,RAISE,LOWER,RAISE,,,,,,,,,
0.1641,0.0481,9.3072265076,1.4666018505,10.1435503406,0.7519801393,22.4001,16.8001,0.8554153328,RAISE,LOWER,RAISE,,,,,,,,,
0.1631,0.0491,9.5292333093,0.836323833,10.1435503406,1.2692233417,22.8001,17.1001,0.9175511724,RAISE,LOWER,RAISE,,,,,,,,,
0.1621,0.0501,9.6157716175,0.6143170313,10.1435503406,2.2788381564,23.2001,17.4001,0.9394376712,RAISE,LOWER,RAISE,,,,,,,,,
0.1611,0.0511,9.6484420424,0.5277787231,10.1435503406,3.1305567411,23.6001,17.7001,0.947969034,RAISE,LOWER,RAISE,,,,,,,,,
0.1601,0.0521,4.4868967565,0.4951082982,10.1435503406,3.6562451725,24.0001,18.0001,0.9511898417,RAISE,LOWER,RAISE,,,,,,,,,
0.1591,0.0531,5.4119824243,5.6566535841,10.1435503406,1.8124910341,24.4001,18.3001,0.4423398717,RAISE,LOWER,RAISE,,,,,,,,,
0.1581,0.0541,5.5676048301,4.7315679163,10.1435503406,0.1913492613,24.8001,18.6001,0.5335392681,RAISE,LOWER,RAISE,,,,,,,,,
0.1571,0.0551,5.7551121591,4.5759455105,10.1435503406,0.2353386839,25.2001,18.9001,0.5488812736,RAISE,LOWER,RAISE,,,,,,,,,
0.1561,0.0561,5.7614384995,4.3884381815,10.1435503406,0.2515376176,25.6001,19.2001,0.5673666484,RAISE,LOWER,RAISE,,,,,,,,,
0.1551,0.0571,6.4849014207,4.3821118411,10.1435503406,0.262573529,26.0001,19.5001,0.5679903294,RAISE,LOWER,RAISE,,,,,,,,,
0.1541,0.0581,7.3590268737,3.6586489199,10.1435503406,0.2959715158,26.4001,19.8001,0.6393127853,RAISE,LOWER,RAISE,,,,,,,,,
0.1531,0.0591,7.7444251989,2.7845234668,10.1435503406,0.4022811171,26.8001,20.1001,0.7254882784,RAISE,LOWER,RAISE,,,,,,,,,
0.1521,0.0601,8.5868865515,2.3991251417,10.1435503406,0.5562477954,27.2001,20.4001,0.7634826997,RAISE,LOWER,RAISE,,,,,,,,,
0.1511,0.0611,9.2918229411,1.5566637891,10.1435503406,0.7158348185,27.6001,20.7001,0.8465365935,RAISE,LOWER,RAISE,,,,,,,,,
0.1501,0.0621,9.6260423561,0.8517273995,10.1435503406,1.1938124348,28.0001,21.0001,0.9160326147,RAISE,LOWER,RAISE,,,,,,,,,
0.1491,0.0631,4.4852682722,0.5175079845,10.1435503406,2.2603575654,28.4001,21.3001,0.9489815728,RAISE,LOWER,RAISE,,,,,,,,,
0.1481,0.0641,5.3944750112,5.6582820684,10.1435503406,1.7334102688,28.8001,21.6001,0.4421793279,RAISE,LOWER,RAISE,,,,,,,,,
0.1471,0.0651,6.1454823245,4.7490753294,10.1435503406,0.1906753656,29.2001,21.9001,0.531813303,RAISE,LOWER,RAISE,,,,,,,,,
0.1461,0.0661,6.7507150205,3.998068016,10.1435503406,0.2588075319,29.6001,22.2001,0.6058512176,RAISE,LOWER,RAISE,,,,,,,,,
0.1451,0.0671,7.5774607173,3.3928353201,10.1435503406,0.3376988582,30.0001,22.5001,0.6655179689,RAISE,LOWER,RAISE,,,,,,,,,
0.1441,0.0681,8.4336152968,2.5660896233,10.1435503406,0.4466742416,30.4001,22.8001,0.7470225378,RAISE,LOWER,RAISE,,,,,,,,,
0.1431,0.0691,8.8928320004,1.7099350438,10.1435503406,0.6573126067,30.8001,23.1001,0.8314263757,RAISE,LOWER,RAISE,,,,,,,,,
0.1421,0.0701,9.8557945056,1.2507183402,10.1435503406,1.0401368207,31.2001,23.4001,0.876698168,RAISE,LOWER,RAISE,,,,,,,,,
0.1411,0.0711,8.266779228,0.287755835,10.1435503406,1.5760214253,31.6001,23.7001,0.9716316452,RAISE,LOWER,STOP,,,,,,,,,
0.1401,0.0721,9.0580876575,1.8767711126,10.1435503406,5.7456900765,0.0001,0.0001,0.8149788733,RAISE,LOWER,RAISE,,,,,,,,,
0.1391,0.0731,9.3835475259,1.0854626831,10.1435503406,0.9652842157,0.4001,0.3001,0.8929898658,RAISE,LOWER,RAISE,,,,,,,,,
0.1381,0.0741,0.7949407257,0.7600028147,10.1435503406,1.7289488938,0.8001,0.6001,0.9250752656,RAISE,LOWER,RAISE,,,,,,,,,
0.1371,0.0751,1.22775276,9.3486096149,10.1435503406,0.2091941531,1.2001,0.9001,0.0783690817,RAISE,LOWER,RAISE,,,,,,,,,
0.1361,0.0761,2.2095839369,8.9157975806,10.1435503406,0.026265997,1.6001,1.2001,0.1210377746,RAISE,LOWER,RAISE,,,,,,,,,
0.1351,0.0771,3.103601176,7.9339664037,10.1435503406,0.0495655922,2.0001,1.5001,0.2178314163,RAISE,LOWER,RAISE,,,,,,,,,
0.1341,0.0781,3.2016223802,7.0399491646,10.1435503406,0.0782358033,2.4001,1.8001,0.3059679374,RAISE,LOWER,RAISE,,,,,,,,,
0.1331,0.0791,3.5671572939,6.9419279604,10.1435503406,0.090955838,2.8001,2.1001,0.3156313394,RAISE,LOWER,RAISE,,,,,,,,,
0.1321,0.0801,3.8550482817,6.5763930467,10.1435503406,0.1027713717,3.2001,2.4001,0.35166753,RAISE,LOWER,RAISE,,,,,,,,,
0.1311,0.0811,4.7371557344,6.2885020589,10.1435503406,0.1172389866,3.6001,2.7001,0.3800492088,RAISE,LOWER,RAISE,,,,,,,,,
0.1301,0.0821,4.8567212366,5.4063946062,10.1435503406,0.150660863,4.0001,3.0001,0.4670116059,RAISE,LOWER,RAISE,,,,,,,,,
0.1291,0.0831,5.7612976269,5.286829104,10.1435503406,0.1796658065,4.4001,3.3001,0.4787989484,RAISE,LOWER,RAISE,,,,,,,,,
0.1281,0.0841,5.7660009114,4.3822527137,10.1435503406,0.2179490774,4.8001,3.6001,0.5679764415,RAISE,LOWER,RAISE,,,,,,,,,
0.1271,0.0851,6.5626233866,4.3775494292,10.1435503406,0.2631523688,5.2001,3.9001,0.5684401139,RAISE,LOWER,RAISE,,,,,,,,,
0.1261,0.0861,7.5540903489,3.580926954,10.1435503406,0.2998309211,5.6001,4.2001,0.6469749906,RAISE,HOLD,RAISE,,,,,,,,,
0.1261,0.0871,7.6216048398,2.5894599917,10.1435503406,0.4219069781,6.0001,4.5001,0.7447185744,RAISE,HOLD,RAISE,,,,,,,,,
0.1261,0.0881,7.6740342505,2.5219455008,10.1435503406,0.5886636491,6.4001,4.8001,0.7513744778,RAISE,HOLD,RAISE,,,,,,,,,
0.1261,0.0891,7.7430264214,2.4695160901,10.1435503406,0.6085804985,6.8001,5.1001,0.7565432213,RAISE,HOLD,RAISE,,,,,,,,,
0.1261,0.0901,8.6764194983,2.4005239192,10.1435503406,0.6270885582,7.2001,5.4001,0.7633448015,RAISE,HOLD,RAISE,,,,,,,,,
0.1261,0.0911,9.0013825313,1.4671308423,10.1435503406,0.7228771544,7.6001,5.7001,0.8553631822,RAISE,HOLD,RAISE,,,,,,,,,
0.1261,0.0921,9.5512664735,1.1421678093,10.1435503406,1.2270729061,8.0001,6.0001,0.8873996016,RAISE,HOLD,RAISE,,,,,,,,,
0.1261,0.0931,10.4441752716,0.5922838671,10.1435503406,1.6724804176,8.4001,6.3001,0.9416098065,RAISE,HOLD,RAISE,,,,,,,,,
0.1261,0.0941,5.0817861132,-0.300624931,10.1435503406,3.5267464985,8.8001,6.6001,1.0296370522,STOP,HOLD,RAISE,,,,,,,,,
0.1261,0.0001,5.3411057306,5.0617642274,10.1435503406,-3.3808148225,9.2001,6.9001,0.5009869269,RAISE,HOLD,RAISE,,,,,,,,,
0.1261,0.0011,5.5745474549,4.80244461,10.1435503406,0.2110373178,9.6001,7.2001,0.5265519026,RAISE,LOWER,RAISE,,,,,,,,,
0.1251,0.0021,5.9421393137,4.5690028857,10.1435503406,0.2321545757,10.0001,7.5001,0.549565711,RAISE,LOWER,RAISE,,,,,,,,,
0.1241,0.0031,6.5407942229,4.2014110269,10.1435503406,0.2601066124,10.4001,7.8001,0.5858046852,RAISE,LOWER,RAISE,,,,,,,,,
0.1231,0.0041,7.2677107446,3.6027561177,10.1435503406,0.3113617868,10.8001,8.1001,0.6448229666,RAISE,LOWER,RAISE,,,,,,,,,
0.1221,0.0051,7.3058284624,2.875839596,10.1435503406,0.4034528293,11.2001,8.4001,0.716485895,RAISE,LOWER,RAISE,,,,,,,,,
0.1211,0.0061,8.1176990953,2.8377218782,10.1435503406,0.508083168,11.6001,8.7001,0.7202437231,RAISE,LOWER,RAISE,,,,,,,,,
0.1201,0.0071,8.214416621,2.0258512453,10.1435503406,0.5721278859,12.0001,9.0001,0.8002818365,RAISE,LOWER,RAISE,,,,,,,,,
0.1191,0.0081,8.9815424723,1.9291337196,10.1435503406,0.8109595055,12.4001,9.3001,0.8098167156,RAISE,LOWER,RAISE,,,,,,,,,
0.1181,0.0091,9.9522825033,1.1620078683,10.1435503406,0.9311477355,12.8001,9.6001,0.8854436731,RAISE,LOWER,RAISE,,,,,,,,,
0.1171,0.0101,0.9568994046,0.1912678373,10.1435503406,1.7129458027,13.2001,9.9001,0.9811438963,HOLD,LOWER,HOLD,,,,,,,,,
0.1161,0.0101,1.5500251308,9.186650936,10.1435503406,1.0005857945,13.2001,9.9001,0.0943357476,RAISE,LOWER,RAISE,,,,,,,,,
0.1151,0.0111,1.9175478976,8.5935252098,10.1435503406,0.0337451622,13.6001,10.2001,0.1528089356,RAISE,LOWER,RAISE,,,,,,,,,
0.1141,0.0121,2.6016942946,8.226002443,10.1435503406,0.0446277366,14.0001,10.5001,0.1890410984,RAISE,LOWER,RAISE,,,,,,,,,
0.1131,0.0131,3.5191219765,7.541856046,10.1435503406,0.0632553737,14.4001,10.8001,0.2564875421,RAISE,LOWER,RAISE,,,,,,,,,
0.1121,0.0141,4.305210809,6.6244283641,10.1435503406,0.0933224383,14.8001,11.1001,0.3469319773,RAISE,LOWER,RAISE,,,,,,,,,
0.1111,0.0151,5.1241849862,5.8383395316,10.1435503406,0.1299798435,15.2001,11.4001,0.4244283968,RAISE,LOWER,RAISE,,,,,,,,,
0.1101,0.0161,6.0573194064,5.0193653544,10.1435503406,0.1755356967,15.6001,11.7001,0.5051668118,RAISE,LOWER,RAISE,,,,,,,,,
0.1091,0.0171,6.6904456119,4.0862309342,10.1435503406,0.2413579797,16.0001,12.0001,0.5971596929,RAISE,LOWER,RAISE,,,,,,,,,
0.1081,0.0181,7.5094131961,3.4531047287,10.1435503406,0.3274629222,16.4001,12.3001,0.6595763206,RAISE,LOWER,RAISE,,,,,,,,,
0.1071,0.0191,8.471467263,2.6341371445,10.1435503406,0.4349368922,16.8001,12.6001,0.7403140857,RAISE,LOWER,RAISE,,,,,,,,,
0.1061,0.0201,9.0195068669,1.6720830776,10.1435503406,0.6432062416,17.2001,12.9001,0.8351580047,RAISE,LOWER,RAISE,,,,,,,,,
0.1051,0.0211,9.6905499352,1.1240434737,10.1435503406,1.0788347765,17.6001,13.2001,0.8891863858,RAISE,LOWER,RAISE,,,,,,,,,
0.1041,0.0221,1.519862908,0.4530004054,10.1435503406,1.7242304523,18.0001,13.5001,0.9553410403,RAISE,LOWER,RAISE,,,,,,,,,
0.1031,0.0231,1.8624823048,8.6236874326,10.1435503406,0.6710205509,18.4001,13.8001,0.1498353985,RAISE,LOWER,RAISE,,,,,,,,,
0.1021,0.0241,2.2794729171,8.2810680358,10.1435503406,0.0431945689,18.8001,14.1001,0.1836124673,RAISE,LOWER,RAISE,,,,,,,,,
0.1011,0.0251,3.1360942047,7.8640774235,10.1435503406,0.0550526311,19.2001,14.4001,0.2247214082,RAISE,LOWER,RAISE,,,,,,,,,
0.1001,0.0261,4.0914959999,7.0074561359,10.1435503406,0.07975746,19.6001,14.7001,0.3091712565,RAISE,LOWER,RAISE,,,,,,,,,
0.0991,0.0271,4.9709687476,6.0520543407,10.1435503406,0.1167755009,20.0001,15.0001,0.4033593626,RAISE,LOWER,RAISE,,,,,,,,,
0.0981,0.0281,5.4515244004,5.172581593,10.1435503406,0.1642737645,20.4001,15.3001,0.4900620178,RAISE,LOWER,RAISE,,,,,,,,,
0.0971,0.0291,5.8255411625,4.6920259402,10.1435503406,0.2107854387,20.8001,15.6001,0.5374375063,RAISE,LOWER,RAISE,,,,,,,,,
0.0961,0.0301,5.9108981256,4.3180091781,10.1435503406,0.2483166648,21.2001,15.9001,0.5743098784,RAISE,LOWER,RAISE,,,,,,,,,
0.0951,0.0311,6.1116897304,4.232652215,10.1435503406,0.2737788588,21.6001,16.2001,0.5827247785,RAISE,LOWER,RAISE,,,,,,,,,
0.0941,0.0321,6.5538362149,4.0318606102,10.1435503406,0.2887877113,22.0001,16.5001,0.6025197811,RAISE,LOWER,RAISE,,,,,,,,,
0.0931,0.0331,7.4040855979,3.5897141257,10.1435503406,0.3251023212,22.4001,16.8001,0.646108709,RAISE,LOWER,RAISE,,,,,,,,,
0.0921,0.0341,7.8754598945,2.7394647427,10.1435503406,0.4125167263,22.8001,17.1001,0.7299303843,RAISE,LOWER,RAISE,,,,,,,,,
0.0911,0.0351,8.3476207614,2.2680904461,10.1435503406,0.5749634059,23.2001,17.4001,0.7764007305,RAISE,LOWER,RAISE,,,,,,,,,
0.0901,0.0361,8.5499479879,1.7959295792,10.1435503406,0.7360924055,23.6001,17.7001,0.8229486207,RAISE,LOWER,RAISE,,,,,,,,,
0.0891,0.0371,9.1257165502,1.5936023527,10.1435503406,0.9521473544,24.0001,18.0001,0.8428950122,RAISE,LOWER,RAISE,,,,,,,,,
0.0881,0.0381,10.059077996,1.0178337904,10.1435503406,1.145294061,24.4001,18.3001,0.8996570475,RAISE,LOWER,RAISE,,,,,,,,,
0.0871,0.0391,3.6609680849,0.0844723446,10.1435503406,1.9765659366,24.8001,18.6001,0.9916723098,HOLD,LOWER,HOLD,,,,,,,,,
0.0861,0.0391,4.0466424521,6.4825822557,10.1435503406,8.6678500613,24.8001,18.6001,0.3609158492,RAISE,LOWER,RAISE,,,,,,,,,
0.0851,0.0401,4.2100609928,6.0969078885,10.1435503406,0.1248466211,25.2001,18.9001,0.398937484,RAISE,LOWER,RAISE,,,,,,,,,
0.0841,0.0411,4.6878932883,5.9334893478,10.1435503406,0.1381047925,25.6001,19.2001,0.4150480701,RAISE,LOWER,RAISE,,,,,,,,,
0.0831,0.0421,5.5468508651,5.4556570523,10.1435503406,0.15801472,26.0001,19.5001,0.462155077,RAISE,LOWER,RAISE,,,,,,,,,
0.0821,0.0431,6.2260045556,4.5966994755,10.1435503406,0.2033430918,26.4001,19.8001,0.5468352479,RAISE,LOWER,RAISE,,,,,,,,,
